easting,northing,name,elevation
625857.8571428572,3347900.4285714286,gauge_118,0
625857.8571428572,3348890.8095238097,gauge_119,0
625857.8571428572,3349881.1904761903,gauge_1110,0
625857.8571428572,3350871.5714285714,gauge_1111,0
625857.8571428572,3351861.9523809524,gauge_1112,0
625857.8571428572,3352852.3333333335,gauge_1113,0
625857.8571428572,3353842.714285714,gauge_1114,0
625857.8571428572,3354833.095238095,gauge_1115,0
625857.8571428572,3355823.476190476,gauge_1116,0
625857.8571428572,3356813.8571428573,gauge_1117,0
625857.8571428572,3357804.238095238,gauge_1118,0
625857.8571428572,3358794.619047619,gauge_1119,0
626899.7619047619,3339977.380952381,gauge_120,0
626899.7619047619,3340967.761904762,gauge_121,0
626899.7619047619,3341958.1428571427,gauge_122,0
626899.7619047619,3342948.523809524,gauge_123,0
626899.7619047619,3343938.904761905,gauge_124,0
626899.7619047619,3344929.285714286,gauge_125,0
626899.7619047619,3345919.6666666665,gauge_126,0
626899.7619047619,3346910.0476190476,gauge_127,0
626899.7619047619,3347900.4285714286,gauge_128,0
626899.7619047619,3348890.8095238097,gauge_129,0
626899.7619047619,3349881.1904761903,gauge_1210,0
626899.7619047619,3350871.5714285714,gauge_1211,0
626899.7619047619,3351861.9523809524,gauge_1212,0
626899.7619047619,3352852.3333333335,gauge_1213,0
626899.7619047619,3353842.714285714,gauge_1214,0
626899.7619047619,3354833.095238095,gauge_1215,0
626899.7619047619,3355823.476190476,gauge_1216,0
626899.7619047619,3356813.8571428573,gauge_1217,0
626899.7619047619,3357804.238095238,gauge_1218,0
626899.7619047619,3358794.619047619,gauge_1219,0
627941.6666666666,3339977.380952381,gauge_130,0
627941.6666666666,3340967.761904762,gauge_131,0
627941.6666666666,3341958.1428571427,gauge_132,0
627941.6666666666,3342948.523809524,gauge_133,0
627941.6666666666,3343938.904761905,gauge_134,0
627941.6666666666,3344929.285714286,gauge_135,0
627941.6666666666,3345919.6666666665,gauge_136,0
627941.6666666666,3346910.0476190476,gauge_137,0
627941.6666666666,3347900.4285714286,gauge_138,0
627941.6666666666,3348890.8095238097,gauge_139,0
627941.6666666666,3349881.1904761903,gauge_1310,0
627941.6666666666,3350871.5714285714,gauge_1311,0
627941.6666666666,3351861.9523809524,gauge_1312,0
627941.6666666666,3352852.3333333335,gauge_1313,0
627941.6666666666,3353842.714285714,gauge_1314,0
627941.6666666666,3354833.095238095,gauge_1315,0
627941.6666666666,3355823.476190476,gauge_1316,0
627941.6666666666,3356813.8571428573,gauge_1317,0
627941.6666666666,3357804.238095238,gauge_1318,0
627941.6666666666,3358794.619047619,gauge_1319,0
628983.5714285715,3339977.380952381,gauge_140,0
628983.5714285715,3340967.761904762,gauge_141,0
628983.5714285715,3341958.1428571427,gauge_142,0
628983.5714285715,3342948.523809524,gauge_143,0
628983.5714285715,3343938.904761905,gauge_144,0
628983.5714285715,3344929.285714286,gauge_145,0
628983.5714285715,3345919.6666666665,gauge_146,0
628983.5714285715,3346910.0476190476,gauge_147,0
628983.5714285715,3347900.4285714286,gauge_148,0
628983.5714285715,3348890.8095238097,gauge_149,0
628983.5714285715,3349881.1904761903,gauge_1410,0
628983.5714285715,3350871.5714285714,gauge_1411,0
628983.5714285715,3351861.9523809524,gauge_1412,0
628983.5714285715,3352852.3333333335,gauge_1413,0
628983.5714285715,3353842.714285714,gauge_1414,0
628983.5714285715,3354833.095238095,gauge_1415,0
628983.5714285715,3355823.476190476,gauge_1416,0
628983.5714285715,3356813.8571428573,gauge_1417,0
628983.5714285715,3357804.238095238,gauge_1418,0
628983.5714285715,3358794.619047619,gauge_1419,0
630025.4761904762,3339977.380952381,gauge_150,0
630025.4761904762,3340967.761904762,gauge_151,0
630025.4761904762,3341958.1428571427,gauge_152,0
630025.4761904762,3342948.523809524,gauge_153,0
630025.4761904762,3343938.904761905,gauge_154,0
630025.4761904762,3344929.285714286,gauge_155,0
630025.4761904762,3345919.6666666665,gauge_156,0
630025.4761904762,3346910.0476190476,gauge_157,0
630025.4761904762,3347900.4285714286,gauge_158,0
630025.4761904762,3348890.8095238097,gauge_159,0
630025.4761904762,3349881.1904761903,gauge_1510,0
630025.4761904762,3350871.5714285714,gauge_1511,0
630025.4761904762,3351861.9523809524,gauge_1512,0
630025.4761904762,3352852.3333333335,gauge_1513,0
630025.4761904762,3353842.714285714,gauge_1514,0
630025.4761904762,3354833.095238095,gauge_1515,0
630025.4761904762,3355823.476190476,gauge_1516,0
630025.4761904762,3356813.8571428573,gauge_1517,0
630025.4761904762,3357804.238095238,gauge_1518,0
630025.4761904762,3358794.619047619,gauge_1519,0
631067.380952381,3339977.380952381,gauge_160,0
631067.380952381,3340967.761904762,gauge_161,0
631067.380952381,3341958.1428571427,gauge_162,0
631067.380952381,3342948.523809524,gauge_163,0
631067.380952381,3343938.904761905,gauge_164,0
631067.380952381,3344929.285714286,gauge_165,0
631067.380952381,3345919.6666666665,gauge_166,0
631067.380952381,3346910.0476190476,gauge_167,0
631067.380952381,3347900.4285714286,gauge_168,0
631067.380952381,3348890.8095238097,gauge_169,0
631067.380952381,3349881.1904761903,gauge_1610,0
631067.380952381,3350871.5714285714,gauge_1611,0
631067.380952381,3351861.9523809524,gauge_1612,0
631067.380952381,3352852.3333333335,gauge_1613,0
631067.380952381,3353842.714285714,gauge_1614,0
631067.380952381,3354833.095238095,gauge_1615,0
631067.380952381,3355823.476190476,gauge_1616,0
631067.380952381,3356813.8571428573,gauge_1617,0
631067.380952381,3357804.238095238,gauge_1618,0
631067.380952381,3358794.619047619,gauge_1619,0
632109.2857142857,3339977.380952381,gauge_170,0
632109.2857142857,3340967.761904762,gauge_171,0
632109.2857142857,3341958.1428571427,gauge_172,0
632109.2857142857,3342948.523809524,gauge_173,0
632109.2857142857,3343938.904761905,gauge_174,0
632109.2857142857,3344929.285714286,gauge_175,0
632109.2857142857,3345919.6666666665,gauge_176,0
632109.2857142857,3346910.0476190476,gauge_177,0
632109.2857142857,3347900.4285714286,gauge_178,0
632109.2857142857,3348890.8095238097,gauge_179,0
632109.2857142857,3349881.1904761903,gauge_1710,0
632109.2857142857,3350871.5714285714,gauge_1711,0
632109.2857142857,3351861.9523809524,gauge_1712,0
632109.2857142857,3352852.3333333335,gauge_1713,0
632109.2857142857,3353842.714285714,gauge_1714,0
632109.2857142857,3354833.095238095,gauge_1715,0
632109.2857142857,3355823.476190476,gauge_1716,0
632109.2857142857,3356813.8571428573,gauge_1717,0
632109.2857142857,3357804.238095238,gauge_1718,0
632109.2857142857,3358794.619047619,gauge_1719,0
633151.1904761905,3339977.380952381,gauge_180,0
633151.1904761905,3340967.761904762,gauge_181,0
633151.1904761905,3341958.1428571427,gauge_182,0
633151.1904761905,3342948.523809524,gauge_183,0
633151.1904761905,3343938.904761905,gauge_184,0
633151.1904761905,3344929.285714286,gauge_185,0
633151.1904761905,3345919.6666666665,gauge_186,0
633151.1904761905,3346910.0476190476,gauge_187,0
633151.1904761905,3347900.4285714286,gauge_188,0
633151.1904761905,3348890.8095238097,gauge_189,0
633151.1904761905,3349881.1904761903,gauge_1810,0
633151.1904761905,3350871.5714285714,gauge_1811,0
633151.1904761905,3351861.9523809524,gauge_1812,0
633151.1904761905,3352852.3333333335,gauge_1813,0
633151.1904761905,3353842.714285714,gauge_1814,0
633151.1904761905,3354833.095238095,gauge_1815,0
633151.1904761905,3355823.476190476,gauge_1816,0
633151.1904761905,3356813.8571428573,gauge_1817,0
633151.1904761905,3357804.238095238,gauge_1818,0
633151.1904761905,3358794.619047619,gauge_1819,0
634193.0952380953,3339977.380952381,gauge_190,0
634193.0952380953,3340967.761904762,gauge_191,0
634193.0952380953,3341958.1428571427,gauge_192,0
634193.0952380953,3342948.523809524,gauge_193,0
634193.0952380953,3343938.904761905,gauge_194,0
634193.0952380953,3344929.285714286,gauge_195,0
634193.0952380953,3345919.6666666665,gauge_196,0
634193.0952380953,3346910.0476190476,gauge_197,0
634193.0952380953,3347900.4285714286,gauge_198,0
634193.0952380953,3348890.8095238097,gauge_199,0
634193.0952380953,3349881.1904761903,gauge_1910,0
634193.0952380953,3350871.5714285714,gauge_1911,0
634193.0952380953,3351861.9523809524,gauge_1912,0
634193.0952380953,3352852.3333333335,gauge_1913,0
634193.0952380953,3353842.714285714,gauge_1914,0
634193.0952380953,3354833.095238095,gauge_1915,0
634193.0952380953,3355823.476190476,gauge_1916,0
634193.0952380953,3356813.8571428573,gauge_1917,0
634193.0952380953,3357804.238095238,gauge_1918,0
634193.0952380953,3358794.619047619,gauge_1919,0
